Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,Rate,Critic_score,Critic_positive_reviews,Critic_mixed_reviews,Critic_negative_reviews,User_score,User_positive_reviews,User_mixed_reviews,User_negative_reviews,Type
Medal of Honor: Rising Sun,PS2,2003.0,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,EA LA,T,68.0,11.0,16.0,3.0,7.4,43.0,35.0,6.0,Salon
Fable III,X360,2010.0,Role-Playing,Microsoft Game Studios,3.59,1.11,0.05,0.38,5.13,Lionhead Studios,M,80.0,72.0,16.0,0.0,6.7,353.0,294.0,139.0,Salon
Call of Duty: Advanced Warfare,XOne,2014.0,Shooter,Activision,3.21,1.53,0.01,0.38,5.13,Sledgehammer Games,M,81.0,45.0,8.0,0.0,5.7,471.0,294.0,375.0,Salon
Microsoft Flight Simulator,PC,1996.0,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,Asobo Studio,E,91.0,64.0,2.0,0.0,7.2,1000.0,107.0,368.0,Salon
Guitar Hero II,PS2,2006.0,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,Harmonix Music Systems,T,92.0,68.0,1.0,0.0,8.2,124.0,30.0,6.0,Salon
Resident Evil 5,PS3,2009.0,Action,Capcom,1.96,1.43,1.08,0.65,5.11,Capcom,M,84.0,65.0,11.0,0.0,7.3,483.0,242.0,93.0,Salon
Grand Theft Auto V,XOne,2014.0,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08,Rockstar North,M,97.0,14.0,0.0,0.0,8.0,1500.0,198.0,249.0,Salon
Grand Theft Auto: Vice City Stories,PSP,2006.0,Action,Take-Two Interactive,1.7,2.02,0.16,1.21,5.08,Rockstar Leeds,M,86.0,46.0,4.0,0.0,8.3,295.0,54.0,16.0,Portable
FIFA Soccer 11,PS3,2010.0,Sports,Electronic Arts,0.6,3.29,0.06,1.13,5.08,EA Sports,E,89.0,51.0,0.0,0.0,8.1,206.0,36.0,19.0,Salon
Resident Evil,PS,1996.0,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,Capcom,M,91.0,8.0,0.0,0.0,9.1,963.0,61.0,25.0,Salon
Tony Hawk's Pro Skater,PS,1999.0,Sports,Activision,3.42,1.38,0.02,0.2,5.02,Neversoft Entertainment,T,92.0,18.0,0.0,0.0,8.1,96.0,24.0,6.0,Salon
Link's Crossbow Training,Wii,2007.0,Shooter,Nintendo,3.06,1.18,0.29,0.46,5.0,Nintendo,T,68.0,8.0,25.0,1.0,6.7,18.0,21.0,6.0,Salon
Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,3.49,0.01,0.01,1.48,4.98,Neversoft Entertainment,T,82.0,24.0,0.0,0.0,8.6,73.0,5.0,3.0,Salon
Fallout 3,X360,2008.0,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96,Bethesda Game Studios,M,93.0,83.0,1.0,0.0,8.3,1600.0,322.0,135.0,Salon
Uncharted: Drake's Fortune,PS3,2007.0,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94,Naughty Dog,T,88.0,65.0,1.0,0.0,7.7,2700.0,1100.0,247.0,Salon
Madden NFL 06,PS2,2005.0,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,EA Tiburon,E,88.0,29.0,0.0,0.0,8.4,17.0,2.0,1.0,Salon
LEGO Star Wars: The Complete Saga,DS,2007.0,Action,LucasArts,2.89,1.54,0.0,0.46,4.9,Traveller's Tales,E10+,80.0,8.0,1.0,0.0,7.8,34.0,18.0,3.0,Portable
Diddy Kong Racing,N64,1997.0,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,Rare Ltd.,K-A,88.0,13.0,2.0,0.0,8.4,186.0,46.0,4.0,Salon
God of War III,PS3,2010.0,Action,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.84,SCE Santa Monica,M,92.0,101.0,0.0,0.0,9.0,3200.0,213.0,108.0,Salon
StarCraft II: Wings of Liberty,PC,2010.0,Strategy,Activision,2.56,1.68,0.0,0.59,4.83,Blizzard Entertainment,T,93.0,82.0,0.0,0.0,8.2,2300.0,355.0,237.0,Salon
Assassin's Creed,PS3,2007.0,Adventure,Ubisoft,1.91,2.0,0.09,0.83,4.83,Ubisoft Montreal,M,81.0,31.0,8.0,1.0,7.1,429.0,438.0,86.0,Salon
FIFA 17,PS4,2016.0,Sports,Electronic Arts,0.28,3.75,0.06,0.69,4.77,EA Vancouver,E,85.0,39.0,3.0,0.0,5.1,360.0,225.0,398.0,Salon
Batman: Arkham City,X360,2011.0,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,Rocksteady Studios,T,94.0,87.0,0.0,0.0,8.8,2600.0,215.0,121.0,Salon
Driver 2,PS,2000.0,Action,Atari,2.36,2.1,0.02,0.25,4.73,Reflections Interactive,T,62.0,7.0,5.0,2.0,7.5,98.0,41.0,20.0,Salon
The Simpsons: Hit & Run,PS2,2003.0,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,Radical Entertainment,T,78.0,29.0,6.0,0.0,8.6,184.0,38.0,2.0,Salon
Tony Hawk's Pro Skater 2,PS,2000.0,Sports,Activision,3.05,1.41,0.02,0.2,4.68,Neversoft Entertainment,T,98.0,19.0,0.0,0.0,7.4,640.0,120.0,160.0,Salon
Animal Crossing: City Folk,Wii,2008.0,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68,Nintendo,E,73.0,26.0,24.0,0.0,7.8,94.0,45.0,7.0,Salon
The Lord of the Rings: The Two Towers,PS2,2002.0,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,Stormfront Studios,T,82.0,25.0,7.0,0.0,7.9,93.0,31.0,5.0,Salon
Forza Motorsport 4,X360,2011.0,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64,Turn 10,E,91.0,83.0,0.0,0.0,8.3,640.0,60.0,68.0,Salon
Tomb Raider,PS,1996.0,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,Core Design Ltd.,T,91.0,13.0,0.0,0.0,8.3,304.0,69.0,26.0,Salon
Guitar Hero III: Legends of Rock,Wii,2007.0,Misc,Activision,3.06,1.12,0.0,0.44,4.62,Neversoft Entertainment,T,86.0,36.0,0.0,0.0,6.8,31.0,7.0,10.0,Salon
The Legend of Zelda: The Wind Waker,GC,2002.0,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,Nintendo,E,96.0,80.0,0.0,0.0,9.0,1500.0,112.0,61.0,Salon
Mario & Sonic at the Olympic Winter Games,Wii,2009.0,Sports,Sega,1.89,1.99,0.22,0.48,4.58,Sega Sports R&D,E,72.0,26.0,28.0,1.0,7.8,55.0,36.0,3.0,Salon
Luigi's Mansion: Dark Moon,3DS,2013.0,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,Next Level Games,E,86.0,67.0,7.0,0.0,8.4,594.0,98.0,38.0,Portable
Splatoon,WiiU,2015.0,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57,Nintendo,E10+,81.0,75.0,13.0,0.0,8.7,1300.0,109.0,90.0,Portable
Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,3.19,0.92,0.01,0.42,4.53,Neversoft Entertainment,T,85.0,67.0,2.0,0.0,8.4,140.0,29.0,4.0,Salon
Madden NFL 2005,PS2,2004.0,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,EA Tiburon,E,91.0,29.0,1.0,0.0,8.4,18.0,4.0,1.0,Salon
Madden NFL 07,PS2,2006.0,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,EA Tiburon,E,84.0,28.0,1.0,0.0,8.7,16.0,5.0,0.0,Salon
Spider-Man: The Movie,PS2,2002.0,Action,Activision,2.71,1.51,0.03,0.23,4.48,Treyarch,E,76.0,14.0,11.0,0.0,7.4,38.0,25.0,6.0,Salon
Uncharted: The Nathan Drake Collection,PS4,2015.0,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,Bluepoint Games,T,86.0,76.0,2.0,0.0,8.6,3200.0,317.0,169.0,Salon
God of War,PS2,2005.0,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,SCE Santa Monica,M,94.0,74.0,1.0,0.0,8.8,2500.0,229.0,83.0,Salon
Nintendo Land,WiiU,2012.0,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44,Nintendo,E10+,77.0,42.0,19.0,0.0,7.9,425.0,133.0,34.0,Portable
Michael Jackson: The Experience,Wii,2010.0,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42,Ubisoft Montpellier,E10+,56.0,3.0,27.0,7.0,8.6,44.0,7.0,2.0,Salon
Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41,Neversoft Entertainment,T,97.0,33.0,1.0,0.0,7.7,415.0,77.0,73.0,Salon
Winning Eleven: Pro Evolution Soccer 2007,PS2,2006.0,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,KCET,E,86.0,19.0,0.0,0.0,8.5,38.0,5.0,3.0,Salon
The Elder Scrolls IV: Oblivion,X360,2006.0,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39,Bethesda Game Studios,M,94.0,90.0,0.0,0.0,8.6,1100.0,146.0,60.0,Salon
Need for Speed: Most Wanted,PS2,2005.0,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,EA Canada,T,82.0,33.0,3.0,0.0,8.9,262.0,20.0,14.0,Salon
Resistance: Fall of Man,PS3,2006.0,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,Insomniac Games,M,86.0,64.0,6.0,0.0,7.8,323.0,154.0,29.0,Salon
Kingdom Hearts II,PS2,2005.0,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,Square Enix,E10+,87.0,58.0,6.0,0.0,8.9,1100.0,57.0,63.0,Salon
FIFA 14,X360,2013.0,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,EA Canada,E,84.0,36.0,5.0,0.0,4.9,187.0,137.0,239.0,Salon
Fable II,X360,2008.0,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31,Lionhead Studios,M,89.0,93.0,2.0,0.0,7.9,599.0,233.0,53.0,Salon
Halo 5: Guardians,XOne,2015.0,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,343 Industries,T,84.0,89.0,12.0,0.0,6.4,2000.0,816.0,1000.0,Salon
Super Mario 3D World,WiiU,2013.0,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,Nintendo,E,93.0,81.0,2.0,0.0,8.9,2100.0,164.0,105.0,Portable
Batman: Arkham Asylum,PS3,2009.0,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,Rocksteady Studios,T,91.0,70.0,0.0,0.0,8.8,1500.0,137.0,27.0,Salon
Assassin's Creed: Revelations,PS3,2011.0,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24,Ubisoft Montreal,M,80.0,28.0,11.0,0.0,7.6,558.0,245.0,69.0,Salon
Namco Museum,GBA,2001.0,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,Mass Media,E,79.0,5.0,4.0,1.0,7.7,9.0,6.0,0.0,Portable
Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,KCEJ,M,91.0,65.0,3.0,0.0,8.4,1700.0,47.0,252.0,Salon
Daxter,PSP,2006.0,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22,Ready at Dawn,E10+,85.0,53.0,4.0,2.0,8.3,138.0,36.0,6.0,Portable
EyeToy Play,PS2,2003.0,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,SCEE,E,80.0,24.0,8.0,0.0,7.4,9.0,7.0,1.0,Salon
Uncharted 4: A Thief's End,PS4,2016.0,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,Naughty Dog,T,93.0,111.0,1.0,1.0,8.8,15100.0,919.0,1200.0,Salon
Gran Turismo 5 Prologue,PS3,2007.0,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,Polyphony Digital,E,80.0,54.0,13.0,0.0,6.1,32.0,27.0,19.0,Salon
Assassin's Creed: Revelations,X360,2011.0,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,Ubisoft Montreal,M,80.0,58.0,19.0,0.0,7.5,682.0,350.0,93.0,Salon
Street Fighter IV,PS3,2009.0,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19,Capcom,T,94.0,61.0,0.0,0.0,7.2,186.0,68.0,44.0,Salon
Madden NFL 2003,PS2,2002.0,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,EA Sports,E,95.0,25.0,0.0,0.0,7.2,36.0,6.0,11.0,Salon
Watch Dogs,PS4,2014.0,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14,Ubisoft Montreal,M,80.0,64.0,16.0,0.0,6.7,2000.0,1200.0,824.0,Salon
Half-Life,PC,1997.0,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,Valve Software,M,96.0,24.0,0.0,0.0,9.0,4400.0,417.0,146.0,Salon
The Legend of Zelda: Skyward Sword,Wii,2011.0,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,Nintendo,E10+,93.0,78.0,3.0,0.0,8.1,2200.0,401.0,298.0,Salon
Carnival Games,Wii,2007.0,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,Cat Daddy Games,E,56.0,3.0,15.0,9.0,5.0,3.0,6.0,7.0,Salon
Fallout 4,XOne,2015.0,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,Bethesda Game Studios,M,88.0,38.0,1.0,0.0,6.8,1400.0,321.0,572.0,Salon
World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,Blizzard Entertainment,T,91.0,45.0,1.0,0.0,8.2,894.0,141.0,88.0,Salon
Fallout: New Vegas,X360,2010.0,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,Obsidian Entertainment,M,84.0,72.0,9.0,0.0,8.6,1500.0,218.0,83.0,Salon
God of War II,PS2,2007.0,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,SCE Santa Monica,M,93.0,69.0,1.0,0.0,9.1,2000.0,127.0,52.0,Salon
Forza Motorsport 2,X360,2007.0,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06,Turn 10,E,90.0,66.0,0.0,0.0,7.9,160.0,32.0,18.0,Salon
Tekken Tag Tournament,PS2,2000.0,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,Namco,T,85.0,22.0,3.0,0.0,8.3,128.0,30.0,5.0,Salon
Far Cry 4,PS4,2014.0,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03,Ubisoft Montreal,M,85.0,75.0,8.0,0.0,7.7,1900.0,822.0,213.0,Salon
Star Fox 64,N64,1997.0,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,Nintendo,K-A,88.0,15.0,1.0,0.0,8.7,282.0,36.0,8.0,Salon
Minecraft,PS4,2014.0,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02,Mojang AB,E10+,89.0,14.0,0.0,0.0,7.1,490.0,204.0,141.0,Salon
Fallout 3,PS3,2008.0,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01,Bethesda Game Studios,M,90.0,55.0,2.0,0.0,8.0,692.0,101.0,92.0,Salon
Professor Layton and the Diabolical Box,DS,2007.0,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0,Level 5,E10+,84.0,61.0,4.0,0.0,8.3,113.0,22.0,4.0,Portable
Left 4 Dead 2,X360,2009.0,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,Valve Software,M,89.0,76.0,0.0,0.0,8.3,684.0,165.0,31.0,Salon
EA Sports Active,Wii,2009.0,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,EA Canada,E,81.0,25.0,2.0,0.0,4.9,3.0,1.0,3.0,Salon
Assassin's Creed: Unity,PS4,2014.0,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92,Ubisoft Montreal,M,70.0,19.0,17.0,4.0,5.8,1300.0,829.0,1100.0,Salon
Tony Hawk's Underground,PS2,2003.0,Sports,Activision,2.29,1.17,0.01,0.42,3.9,Neversoft Entertainment,T,90.0,36.0,2.0,0.0,8.7,141.0,19.0,3.0,Salon
Assassin's Creed IV: Black Flag,PS3,2013.0,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89,Ubisoft,M,88.0,35.0,1.0,0.0,8.2,1500.0,286.0,119.0,Salon
Monster Hunter 4 Ultimate,3DS,2014.0,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,Capcom,T,86.0,75.0,5.0,0.0,8.7,391.0,28.0,33.0,Portable
MotorStorm,PS3,2006.0,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88,Evolution Studios,T,84.0,9.0,0.0,0.0,7.5,115.0,72.0,14.0,Salon
The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88,Bethesda Game Studios,M,94.0,32.0,0.0,0.0,8.4,10600.0,1400.0,1100.0,Salon
Tekken 5,PS2,2005.0,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,Namco,T,88.0,62.0,0.0,0.0,8.7,421.0,49.0,15.0,Salon
Sports Champions,PS3,2010.0,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,Zindagi Games,E10+,76.0,43.0,21.0,0.0,7.8,90.0,32.0,6.0,Salon
NBA 2K16,PS4,2015.0,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85,Visual Concepts,E10+,87.0,47.0,4.0,0.0,6.7,283.0,104.0,104.0,Salon
World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,KCET,E,91.0,26.0,0.0,0.0,7.8,25.0,4.0,5.0,Salon
Mario & Luigi: Bowser's Inside Story,DS,2009.0,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83,Alphadream Corporation,E,90.0,58.0,0.0,0.0,8.8,449.0,36.0,23.0,Portable
Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82,Nintendo,E,68.0,8.0,22.0,3.0,7.2,7.0,7.0,2.0,Salon
Batman: Arkham Knight,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79,Rocksteady Studios,M,87.0,82.0,7.0,0.0,8.1,4400.0,744.0,502.0,Salon
Mario & Sonic at the London 2012 Olympic Games,Wii,2011.0,Sports,Sega,1.14,1.91,0.27,0.46,3.78,Sega Sports R&D,E,66.0,11.0,25.0,2.0,8.0,61.0,27.0,5.0,Salon
LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,Activision,2.4,1.03,0.0,0.36,3.78,Traveller's Tales,E10+,77.0,43.0,17.0,0.0,7.7,90.0,60.0,4.0,Salon
Ratchet & Clank: Size Matters,PSP,2007.0,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77,High Impact Games,E10+,85.0,46.0,4.0,0.0,7.8,134.0,59.0,10.0,Portable
The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,Maxis,T,79.0,14.0,6.0,1.0,7.1,13.0,5.0,4.0,Salon
Super Paper Mario,Wii,2007.0,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76,Intelligent Systems,E,85.0,53.0,3.0,0.0,8.1,437.0,122.0,37.0,Salon
Harry Potter and the Sorcerer's Stone,PS,2001.0,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,Warthog,E,64.0,4.0,6.0,1.0,7.3,54.0,39.0,8.0,Salon
The Witcher 3: Wild Hunt,PS4,2015.0,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73,CD Projekt Red Studio,M,92.0,78.0,1.0,0.0,9.1,14400.0,708.0,904.0,Salon
Resident Evil 3: Nemesis,PS,1999.0,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,Capcom,M,91.0,18.0,1.0,0.0,9.3,511.0,32.0,9.0,Salon
Spyro: Year of the Dragon,PS,2000.0,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,Insomniac Games,E,91.0,14.0,1.0,0.0,8.8,378.0,51.0,13.0,Salon
FIFA Soccer 2005,PS2,2004.0,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,EA Canada,E,81.0,22.0,5.0,0.0,7.3,15.0,8.0,2.0,Salon
Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69,EA DICE,M,80.0,11.0,3.0,0.0,6.0,315.0,125.0,220.0,Salon
MySims,DS,2007.0,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69,EA Redwood Shores,E,67.0,3.0,12.0,0.0,6.6,2.0,5.0,1.0,Portable
Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,Activision,2.13,1.18,0.01,0.35,3.67,Neversoft Entertainment,T,94.0,27.0,0.0,0.0,8.2,168.0,39.0,12.0,Salon
Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66,Rockstar San Diego,E10+,74.0,20.0,14.0,0.0,7.7,11.0,5.0,2.0,Portable
Banjo-Kazooie,N64,1998.0,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,Rare Ltd.,E,92.0,19.0,0.0,0.0,9.1,628.0,34.0,21.0,Salon
SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,Zipper Interactive,M,82.0,31.0,11.0,0.0,8.3,25.0,10.0,2.0,Salon
Guitar Hero: World Tour,Wii,2008.0,Misc,Activision,2.33,0.97,0.0,0.35,3.65,Neversoft Entertainment,T,86.0,18.0,0.0,0.0,7.0,21.0,9.0,4.0,Salon
Gran Turismo 6,PS3,2013.0,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64,Polyphony Digital,E,81.0,65.0,16.0,0.0,8.0,767.0,132.0,127.0,Salon
Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,Naughty Dog,E,90.0,35.0,0.0,0.0,8.7,560.0,63.0,22.0,Salon
Pokemon Snap,N64,1999.0,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,HAL Labs,E,77.0,12.0,3.0,0.0,7.7,124.0,69.0,7.0,Salon
FIFA Soccer 10,PS3,2009.0,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63,EA Sports,E,91.0,56.0,0.0,0.0,7.3,94.0,29.0,18.0,Salon
Pro Evolution Soccer 2008,PS2,2007.0,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,Konami,E,82.0,10.0,0.0,0.0,7.8,22.0,12.0,1.0,Salon
Call of Duty: Ghosts,PS4,2013.0,Shooter,Activision,1.78,1.42,0.05,0.38,3.63,Infinity Ward,M,78.0,35.0,14.0,0.0,4.3,496.0,531.0,1000.0,Salon
Resident Evil 4,PS2,2005.0,Action,Capcom,2.08,0.83,0.46,0.25,3.62,Capcom,M,96.0,38.0,0.0,0.0,9.3,2300.0,96.0,88.0,Salon
Tom Clancy's The Division,PS4,2016.0,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61,Massive Entertainment,M,80.0,50.0,12.0,1.0,7.0,1600.0,553.0,552.0,Salon
Star Wars: Battlefront,PS2,2004.0,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,Pandemic Studios,T,82.0,34.0,2.0,0.0,8.8,154.0,16.0,0.0,Salon
The Simpsons: Road Rage,PS2,2001.0,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,Radical Entertainment,T,64.0,7.0,15.0,1.0,6.9,17.0,20.0,4.0,Salon
Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61,Office Create,E,70.0,12.0,26.0,1.0,8.3,11.0,5.0,0.0,Portable
Luigi's Mansion,GC,2001.0,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,GREZZO,E,78.0,24.0,10.0,0.0,8.6,281.0,49.0,6.0,Salon
Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,Pandemic Studios,T,84.0,29.0,1.0,0.0,9.1,392.0,26.0,8.0,Salon
Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,Rockstar Leeds,M,78.0,33.0,14.0,2.0,7.9,118.0,60.0,7.0,Salon
The Getaway,PS2,2002.0,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,Team Soho,M,72.0,27.0,18.0,4.0,7.4,40.0,24.0,9.0,Salon
Tomb Raider III: Adventures of Lara Croft,PS,1997.0,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,Core Design Ltd.,T,76.0,10.0,4.0,0.0,8.1,105.0,33.0,8.0,Salon
James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,EA Redwood Shores,T,72.0,9.0,17.0,1.0,7.6,28.0,21.0,4.0,Salon
Battlefield 4,X360,2013.0,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53,EA DICE,M,79.0,16.0,5.0,0.0,5.7,259.0,109.0,209.0,Salon
FIFA Soccer 11,X360,2010.0,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53,EA Sports,E,88.0,66.0,0.0,0.0,7.6,133.0,44.0,21.0,Salon
Left 4 Dead,X360,2008.0,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52,Certain Affinity,M,89.0,66.0,1.0,0.0,8.0,399.0,131.0,23.0,Salon
Mario & Sonic at the Olympic Winter Games,DS,2009.0,Sports,Sega,1.22,1.66,0.27,0.38,3.52,Sega Sports R&D,E,76.0,18.0,7.0,0.0,8.1,36.0,13.0,3.0,Portable
Resident Evil 5,X360,2009.0,Action,Capcom,2.11,0.94,0.12,0.34,3.51,Capcom,M,83.0,75.0,15.0,1.0,7.3,470.0,294.0,87.0,Salon
Assassin's Creed: Brotherhood,X360,2010.0,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5,Ubisoft Montreal,M,89.0,79.0,2.0,0.0,8.3,1200.0,208.0,57.0,Salon
Batman: Arkham Asylum,X360,2009.0,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5,Rocksteady Studios,T,92.0,78.0,0.0,0.0,8.6,1800.0,207.0,43.0,Salon
Clubhouse Games,DS,2006.0,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5,Agenda,E,83.0,27.0,3.0,0.0,6.3,7.0,6.0,3.0,Portable
FIFA Soccer 2004,PS2,2003.0,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,EA Canada,E,84.0,19.0,1.0,0.0,6.7,13.0,25.0,4.0,Salon
Star Wars Battlefront (2015),XOne,2015.0,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49,EA DICE,T,75.0,25.0,15.0,0.0,4.5,361.0,266.0,625.0,Salon
